timestamp,screen_name,replay_to_users,replies,retweets,likes,text,geo,mentions,hashtags,user_id,tweet_url,city_id,city,lat,lng
2019-12-17 01:04:59,EricEricinsures,,0,0,1,This the season for giving. The next 10 people that receive a home auto and umbrella quote will receive a $25 gift card from yours truly. Must be an accurate quote for all 3 policies. Especially for State Farm… https://www.instagram.com/p/B6J4myshYeZ/?igshid=1pz0hs3zn6zc1,,,[],1206742049036345345,https://twitter.com/EricEricinsures/status/1206742049036345345,1840036155,Nashville,36.1715,-86.7843
2019-12-07 14:45:31,NeedLink1912,,0,0,0,#rednoserun #needlinknashville thank you @statefarm @Nissan Stadium https://www.instagram.com/p/B5xmfudBYuF/?igshid=yj95rlnf0ltr,,@StateFarm,rednoserun needlinknashville,1203324663692058631,https://twitter.com/NeedLink1912/status/1203324663692058631,1840036155,Nashville,36.1715,-86.7843
2019-11-28 20:15:51,JoshuaHedley,vandoliers,2,0,2,"Well first he called State Farm (sponsors of the segment) Allstate, then he mixed up Trent Beretta w Matt Taven (a wrestler who doesn’t even work there), and if those senile flubs weren’t enough he called Emi Sakura “Oriental”.",,,[],1200146306313990149,https://twitter.com/JoshuaHedley/status/1200146306313990149,1840036155,Nashville,36.1715,-86.7843
2019-11-13 16:25:39,TheEdwardJames_,iHeartTheaterNY,0,0,0,@mariaxoc16 definitely loves Lady A!,,@mariaxoc16,[],1194652554979926016,https://twitter.com/TheEdwardJames_/status/1194652554979926016,1840036155,Nashville,36.1715,-86.7843
2019-11-08 18:09:09,TheEdwardJames_,K96Radio,0,0,1,@carlypearce &amp; @leebrice for sure!,,@carlypearce @leebrice,[],1192866662678220800,https://twitter.com/TheEdwardJames_/status/1192866662678220800,1840036155,Nashville,36.1715,-86.7843
2019-10-18 11:55:07,tallguytony,,2,0,15,In my mind - every male that works at State Farm is named Jake and wears khakis. All of them. Every last one! #StateFarm,,,StateFarm,1185162390566035456,https://twitter.com/tallguytony/status/1185162390566035456,1840036155,Nashville,36.1715,-86.7843
2019-09-28 21:53:14,airtime145,,1,1,4,"Hey @StateFarm, the video you have on YouTube encouraging the viewer to skip the ad is pure GOLD ",,@StateFarm,[],1178065152480030732,https://twitter.com/airtime145/status/1178065152480030732,1840036155,Nashville,36.1715,-86.7843
2019-09-19 06:31:35,iammeak,,0,0,0,Is it true that black families mainly have State Farm?,,,[],1174571723259297792,https://twitter.com/iammeak/status/1174571723259297792,1840036155,Nashville,36.1715,-86.7843
2019-09-13 11:17:43,JeffersonF29,,0,1,2,Congrats @logan_jenkins55 on State Farm player of the week. This is your season man! ,,@logan_jenkins55,[],1172469403692281856,https://twitter.com/JeffersonF29/status/1172469403692281856,1840036155,Nashville,36.1715,-86.7843
2019-09-13 02:05:15,chadWhite321,,0,0,1,We burned down Sheryl’s She Shed#statefarm ,,,[],1172330368306802688,https://twitter.com/chadWhite321/status/1172330368306802688,1840036155,Nashville,36.1715,-86.7843
2019-08-29 14:06:38,JakeyN14,,0,0,6,"At least 5 times a day, someone will say, “What are you wearing Jake?” when they hear my name because of that dumb State Farm commercial, and I’ll just let it sit there for a while until they realize how inappropriate that is to ask someone over the phone in a business setting.",,,[],1167076093121236992,https://twitter.com/JakeyN14/status/1167076093121236992,1840036155,Nashville,36.1715,-86.7843
2019-08-26 21:37:52,tparker4vu,,0,0,0,@3HL1045 @MickeyRyan1045 why are you saying guys are coming in khakis?? Is Jake From State Farm stopping by?,,@3HL1045 @MickeyRyan1045,[],1166102486610038785,https://twitter.com/tparker4vu/status/1166102486610038785,1840036155,Nashville,36.1715,-86.7843
2019-08-10 16:14:16,TheJayHinson,,0,0,0,I should be on the next @StateFarm commercial. Things that have happened in the last 3 months: 1. Pipe bursts causing water to run out of toilet. 2. Air goes out. 3. Today I have a leaking ceiling. My stories funnier than the #SheShed,,@StateFarm,SheShed,1160222842782396418,https://twitter.com/TheJayHinson/status/1160222842782396418,1840036155,Nashville,36.1715,-86.7843
2019-08-05 17:19:44,rideforreading,,0,0,0,"We are excited to be sponsored by Andrew Baudino @StateFarm Agent in Antioch, as their #QuotesforGood organization until the end of August. They will donate $10 to @rideforreading for every person who completes an auto/fire/life quote &amp; mentions us! Call Andrew today-615.800.3535",,@StateFarm @rideforreading,QuotesforGood,1158427378726707205,https://twitter.com/rideforreading/status/1158427378726707205,1840036155,Nashville,36.1715,-86.7843
2019-06-29 16:15:02,Ronitaughtyou_,Jshayyyyy,1,0,1,State Farm didn’t do me dirty fr but my driving record trash but it should be a good option,,,[],1145002745042210817,https://twitter.com/Ronitaughtyou_/status/1145002745042210817,1840036155,Nashville,36.1715,-86.7843
