date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-03-31 22:56:00,alexsegura956,,0,0,0,"Had to get a pic with some of my Goons... Blessed for the opportunity& support...!!!#Dorados #956strong #riograndevalley #arenafootball #956 #statefarmarenahidalgo @State Farm… https://www.instagram.com/segura116/p/BvsLKwmhbyg/?utm_source=ig_twitter_share&amp;igshid=1vfpgt8339h47",,,#Dorados #956strong #riograndevalley #arenafootball #statefarmarenahidalgo,1112488743414435841,https://twitter.com/alexsegura956/status/1112488743414435841
2019-03-31 22:45:22,AlefAgency,,0,0,0,"If you want a better understanding of life insurance and what it can do for you, here's a great online resource from @StateFarm: http://st8.fm/1FJ9E4. You can call me anytime for help, too!",,@StateFarm,,1112486068375281664,https://twitter.com/AlefAgency/status/1112486068375281664
2019-03-31 22:45:21,CarlosSfAgent,,0,0,0,"Save on postage by going paperless! If you have a State Farm Payment Plan, you can make fast, no-fee online payments and access your bills anytime, anywhere. Call me or visit http://st8.fm/qI0jeV to get started.",,,,1112486065946787840,https://twitter.com/CarlosSfAgent/status/1112486065946787840
2019-03-31 22:45:21,Ykendall8159,,0,0,0,".@StateFarm agents dealt out these cards to customers around 1936. Anyone still have a deck? #Throwback #FromTheArchives",,@StateFarm,#Throwback #FromTheArchives,1112486064311029762,https://twitter.com/Ykendall8159/status/1112486064311029762
2019-03-31 22:45:08,Keithhallagent,,0,0,0,"Ever wonder if your pets understand you? State Farm is working with Fear Free to teach pet owners how to communicate in ways pets understand, keeping them healthier and happier. #HereToHelp",,,#HereToHelp,1112486012100329472,https://twitter.com/Keithhallagent/status/1112486012100329472
2019-03-31 22:45:06,TheHRodAgency,,0,0,0,"Even though our pets may not be able to talk, we are interacting with them constantly! State Farm is teaming up with Fear Free to reduce fear and stress on pets and their people by teaching new ways to communicate. https://st8.fm/FearFree19?cmpid=UD4N_twitter_1218178",,,,1112486003120336896,https://twitter.com/TheHRodAgency/status/1112486003120336896
2019-03-31 22:39:20,TheDonDaddy1,,0,1,1,"@StateFarm #boatscarsnhomes ",,@StateFarm,#boatscarsnhomes,1112484550108725249,https://twitter.com/TheDonDaddy1/status/1112484550108725249
2019-03-31 22:39:00,AG_LAFAMILIA,,0,0,0,"True Kings Raise New Kings. #GreenLegacy #LaFamilia @State Farm Arena https://www.instagram.com/ag_lafamilia/p/BvsJOO1hhkWRE1Z7RI9DY-inqcFE3EATnPQFIQ0/?utm_source=ig_twitter_share&amp;igshid=lmpp02q789bl",,,#GreenLegacy #LaFamilia,1112484465077555206,https://twitter.com/AG_LAFAMILIA/status/1112484465077555206
2019-03-31 22:37:07,AG_LAFAMILIA,,0,0,0,"Game Winner. @State Farm Arena https://www.instagram.com/ag_lafamilia/p/BvsJASxB4GscPM3nkHAvOcwoeiu5eRH9OZBG1c0/?utm_source=ig_twitter_share&amp;igshid=17w0lnhp9gcpj",,,,1112483991255425024,https://twitter.com/AG_LAFAMILIA/status/1112483991255425024
2019-03-31 22:33:52,_crownchakra,Gibron_Lastname,0,0,0," ",,,,1112483175090003968,https://twitter.com/_crownchakra/status/1112483175090003968
2019-03-31 22:30:13,MarissaPalaces,,0,0,0,"Chris Paul is glowing on those State Farm commercials",,,,1112482256801665029,https://twitter.com/MarissaPalaces/status/1112482256801665029
2019-03-31 22:28:34,Gibron_Lastname,_crownchakra,1,0,1,"Lmao you be off that gas",,,,1112481841263579138,https://twitter.com/Gibron_Lastname/status/1112481841263579138
2019-03-31 22:22:58,betpropicks,,0,0,1,"Damn that @StateFarm commercial with harden was hilarious! Good work! #statefarm #funny #HARDEN",,@StateFarm,#statefarm #funny #HARDEN,1112480430698217472,https://twitter.com/betpropicks/status/1112480430698217472
2019-03-31 22:22:37,SlyPayne,,0,0,1,"James Harden is hilarious in those State Farm commercials #IAintDoNthn",,,#IAintDoNthn,1112480342252929026,https://twitter.com/SlyPayne/status/1112480342252929026
2019-03-31 22:16:14,sfagentluis,,0,1,0,"Looking to grow your small business? Community Offers on the @StateFarm mobile app can help! See how you can promote your business to customers in your neighborhood. http://st8.fm/merchantenroll",,@StateFarm,,1112478735339393024,https://twitter.com/sfagentluis/status/1112478735339393024
2019-03-31 22:15:59,agentgregshamas,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. And thanks to our customers, @StateFarm has been awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,@StateFarm,,1112478674291298306,https://twitter.com/agentgregshamas/status/1112478674291298306
2019-03-31 22:15:57,AgentDanRipley,,0,0,0,"Small businesses owners, you can share your offers and grow your business with Community Offers on the State Farm mobile app. It's an easy way to connect with more customers! Check it out http://st8.fm/merchantenroll.",,,,1112478664363376640,https://twitter.com/AgentDanRipley/status/1112478664363376640
2019-03-31 22:15:44,MGKerr3,,0,0,0,"Check out how you could save money at your favorite local businesses. Download the State Farm mobile app and start saving with Community Offers. http://st8.fm/communityoffers",,,,1112478612572106752,https://twitter.com/MGKerr3/status/1112478612572106752
2019-03-31 22:15:38,SFbryandaybell,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. And thanks to our customers, @StateFarm has been awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,@StateFarm,,1112478584965206016,https://twitter.com/SFbryandaybell/status/1112478584965206016
2019-03-31 22:15:35,LeomacMc,,0,0,0,"Looking to grow your small business? Community Offers on the @StateFarm mobile app can help! See how you can promote your business to customers in your neighborhood. http://st8.fm/merchantenroll",,@StateFarm,,1112478575469355008,https://twitter.com/LeomacMc/status/1112478575469355008
2019-03-31 22:15:31,JeannieHulse,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. And thanks to our customers, @StateFarm has been awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,@StateFarm,,1112478556091645952,https://twitter.com/JeannieHulse/status/1112478556091645952
2019-03-31 22:15:31,KP_StateFarm,,0,0,0,"It's the best time of year for college basketball. Who are you rooting for?",,,,1112478554925592576,https://twitter.com/KP_StateFarm/status/1112478554925592576
2019-03-31 22:15:22,KittermanSF,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. And thanks to our customers, @StateFarm has been awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,@StateFarm,,1112478518800089088,https://twitter.com/KittermanSF/status/1112478518800089088
2019-03-31 22:15:01,mikekistler5,,0,0,0,"A drunk driving crash caused this @StateFarm employee to take a stand and help protect other victims. Really inspiring story! #GoodNeighbors",,@StateFarm,#GoodNeighbors,1112478430241542144,https://twitter.com/mikekistler5/status/1112478430241542144
2019-03-31 22:15:00,NE_StateFarm,,0,0,0,"Ever wonder if your pets understand you? State Farm is working with Fear Free to teach pet owners how to communicate in ways pets understand, keeping them healthier and happier. #HereToHelp",,,#HereToHelp,1112478427607556096,https://twitter.com/NE_StateFarm/status/1112478427607556096
2019-03-31 22:05:56,weatherpyro,mitskifanacct,0,0,2,"""Hello, Mr.Harris, this is Jake from State Farm. We found her. And without her license. And with a loaded gun beneath the driver's seat. That will be a $2,500 fee added to your account prompty. Like a good neighbor, State Farm is there!"" -beep-",,,,1112476146967429121,https://twitter.com/weatherpyro/status/1112476146967429121
2019-03-31 22:01:37,AgentRonMathews,,0,0,0,"Even though our pets may not be able to talk, we are interacting with them constantly! State Farm is teaming up with Fear Free to reduce fear and stress on pets and their people by teaching new ways to communicate. https://st8.fm/FearFree19?cmpid=cn64_facebook_1218178",,,,1112475057845080065,https://twitter.com/AgentRonMathews/status/1112475057845080065
2019-03-31 22:01:31,GspotMMA,TellMesuuup,1,0,1,"I’ll get the State Farm back in 6 days. I got sent to twitter jail real quick. using this in the meantime bro",,,,1112475033035833344,https://twitter.com/GspotMMA/status/1112475033035833344
2019-03-31 22:01:24,jmcjrk7,,0,0,0,"Ever wonder if your pets understand you? State Farm is working with Fear Free to teach pet owners how to communicate in ways pets understand, keeping them healthier and happier. #HereToHelp https://st8.fm/FearFree19?cmpid=JRK7_twitter_1218176",,,#HereToHelp,1112475006368247808,https://twitter.com/jmcjrk7/status/1112475006368247808
2019-03-31 21:57:06,SaricDario2,MiamiHEAT,0,0,0,"@TimberwolvesI",,@TimberwolvesI,,1112473922665136134,https://twitter.com/SaricDario2/status/1112473922665136134
2019-03-31 21:45:29,AndyTillerSF,,0,0,0,"A big thank you to our customers. State Farm has been awarded “Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row” by J.D. Power. I'm always here to help you protect what matters — call me and we'll make sure you have the coverage you need. ",,,,1112470999528669184,https://twitter.com/AndyTillerSF/status/1112470999528669184
2019-03-31 21:45:04,StateJessica,,0,0,0,"Ever wonder if your pets understand you? State Farm is working with Fear Free to teach pet owners how to communicate in ways pets understand, keeping them healthier and happier. #HereToHelp https://st8.fm/FearFree19?cmpid=DO4Z_twitter_1218176",,,#HereToHelp,1112470894377488384,https://twitter.com/StateJessica/status/1112470894377488384
2019-03-31 21:45:01,agentzach336,,0,0,1,"43 years ago, several Wisconsin State Farm agents showed their red, white and blue spirit with something we've helped protect since 1922: America's automobiles. ",,,,1112470880599179264,https://twitter.com/agentzach336/status/1112470880599179264
2019-03-31 21:37:57,CookieLoverBot,,0,0,0,"This is Jake from State Farm.",,,,1112469103640375296,https://twitter.com/CookieLoverBot/status/1112469103640375296
2019-03-31 21:30:00,THN_Agency,,0,0,0,"A drunk driving crash caused this @StateFarm employee to take a stand and help protect other victims. Really inspiring story! #GoodNeighbors",,@StateFarm,#GoodNeighbors,1112467102718296064,https://twitter.com/THN_Agency/status/1112467102718296064
2019-03-31 21:23:41,_crownchakra,,1,3,7,"JAKEEEEE??? @StateFarm ",,@StateFarm,,1112465511886061569,https://twitter.com/_crownchakra/status/1112465511886061569
2019-03-31 21:19:10,cristian_1213,Albi_SideArms,0,0,2,"I’m good. Like a good neighbor, State Farm WAS there!",,,,1112464374902505472,https://twitter.com/cristian_1213/status/1112464374902505472
2019-03-31 21:16:10,JRose545454,The_Ryan_Shull,0,0,0,"Too much of a risk if management insists on pitching to the hottest player in baseball ",,,,1112463622947725314,https://twitter.com/JRose545454/status/1112463622947725314
2019-03-31 21:15:51,blancmodenuit,FroganMeeman,0,1,1,"Jake from state farm.",,,,1112463540852609025,https://twitter.com/blancmodenuit/status/1112463540852609025
2019-03-31 21:15:10,theinsurancemom,,0,0,0,"Ever wonder if your pets understand you? State Farm is working with Fear Free to teach pet owners how to communicate in ways pets understand, keeping them healthier and happier. #HereToHelp",,,#HereToHelp,1112463367904518144,https://twitter.com/theinsurancemom/status/1112463367904518144
2019-03-31 21:15:09,LorieTreff,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. And thanks to our customers, @StateFarm has been awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,@StateFarm,,1112463366730113024,https://twitter.com/LorieTreff/status/1112463366730113024
2019-03-31 21:15:08,TerriCyw3,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. And thanks to our customers, @StateFarm has been awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,@StateFarm,,1112463360547667968,https://twitter.com/TerriCyw3/status/1112463360547667968
2019-03-31 21:07:08,d3jaybo6,SportsCenter,0,0,0,"This was the move that separated him n CP3 from State Farm...",,,,1112461347898429453,https://twitter.com/d3jaybo6/status/1112461347898429453
2019-03-31 21:01:53,ATLHawksFR,ATLHawks_Talk,3,1,8,"Depuis quand n'a t-on pas vu la State Farm Arena avec une telle ambiance. Je vais chercher les chiffres d'affluences, mais il me semble que l'effet jeunesse est bien là. ",,,,1112460024561979396,https://twitter.com/ATLHawksFR/status/1112460024561979396
2019-03-31 21:01:17,HawksBeat,,0,0,0,"We see your @TheTraeYoung !!!!!!! @State Farm Arena https://www.instagram.com/p/Bvr95chhFL0/?utm_source=ig_twitter_share&amp;igshid=xlktbz2924lq",,@TheTraeYoung,,1112459876951908352,https://twitter.com/HawksBeat/status/1112459876951908352
2019-03-31 21:01:09,CindyFerrara13,,0,0,0,"With Community Offers you could save at the places you shop most. Check it out today on the State Farm mobile app. #HereToHelp http://st8.fm/communityoffers",,,#HereToHelp,1112459843850264576,https://twitter.com/CindyFerrara13/status/1112459843850264576
2019-03-31 21:01:08,SFAgentSchaad,,0,0,0,"Looking to grow your small business? Community Offers on the @StateFarm mobile app can help! See how you can promote your business to customers in your neighborhood. http://st8.fm/merchantenroll",,@StateFarm,,1112459839446249472,https://twitter.com/SFAgentSchaad/status/1112459839446249472
2019-03-31 21:01:00,King_Rif_,,0,0,0,"Last night's #Wadeside slam helped to seal a #HEATWin inside MSG and takes the spot of our StateFarm assist of the night! MiamiHEAT",,,#Wadeside #HEATWin,1112459804465922050,https://twitter.com/King_Rif_/status/1112459804465922050
2019-03-31 21:00:00,MiamiHEAT,,1,21,180,"Last night's #Wadeside slam helped to seal a #HEATWin inside MSG and takes the spot of our @StateFarm assist of the night! ",,@StateFarm,#Wadeside #HEATWin,1112459553210335232,https://twitter.com/MiamiHEAT/status/1112459553210335232
2019-03-31 20:55:25,passthemstickss,BleacherReport,0,0,1,"Did @StateFarm cover this broken ankles claim? ",,@StateFarm,,1112458398203895810,https://twitter.com/passthemstickss/status/1112458398203895810
2019-03-31 20:50:11,DropStepPodcast,,0,0,0,"After a 24 pt game, Justin Anderson’s teammates for his performance. He also says it helps playing with “THE ROTY” @TheTraeYoung @State Farm Arena https://www.instagram.com/p/Bvr8wpCBJ3c/?utm_source=ig_twitter_share&amp;igshid=1x0w4lgfpt88z",,@TheTraeYoung,,1112457080282202113,https://twitter.com/DropStepPodcast/status/1112457080282202113
2019-03-31 20:48:47,chamobath,,0,0,0,"statefarm 되게 큰 보험회사아닌가 lcs에 스폰넣네",,,,1112456728174432256,https://twitter.com/chamobath/status/1112456728174432256
2019-03-31 20:46:25,ChadLivengood,,2,3,3,"—> @StateFarm, with over 1 million policies in Michigan, was the most-sued auto insurance company in Oakland County in 2018 with 440 lawsuits. Insurance companies in general won’t talk about these suits or their actions that often trigger them. https://www.crainsdetroit.com/crains-forum/courtroom-collisions-no-fault-lawsuits-flood-oakland-county-courts #MiNoFault",,@StateFarm,#MiNoFault,1112456135100063745,https://twitter.com/ChadLivengood/status/1112456135100063745
2019-03-31 20:46:11,jennicroft,,0,0,0,"I mean dont we all? @State Farm Stadium https://www.instagram.com/jennicroft/p/Bvr8UGtHMZF/?utm_source=ig_twitter_share&amp;igshid=1rmp4qhkokeqw",,,,1112456074504749056,https://twitter.com/jennicroft/status/1112456074504749056
2019-03-31 20:45:13,jamiemsmith10,,0,0,0,"Nothing beats saving money at the places you spend it most. Download the State Farm mobile app today and start saving with Community Offers: http://st8.fm/communityoffers",,,,1112455832107532288,https://twitter.com/jamiemsmith10/status/1112455832107532288
2019-03-31 20:45:12,NormanSThomas,,0,0,0,"The State Farm Drive Safe &amp; Save app just got a great redesign. If you have the app, make sure it's updated, then log in to activate the new features, like trip maps and driving feedback after each trip. Not getting this discount yet? Text SAVE to 78836 to enroll. ",,,,1112455827623862272,https://twitter.com/NormanSThomas/status/1112455827623862272
2019-03-31 20:41:37,josecha92859334,CarrieStevensXO,0,0,0,"STATE FARM INSURANCE. BABYDOLL. OWE ME LATER FOR THIS. BABYDOLL. OK....",,,,1112454925030748162,https://twitter.com/josecha92859334/status/1112454925030748162
2019-03-31 20:37:55,silverblnglady,,0,0,1,"Thanks for a fun event!!! Ellie (ellieshometeam), Jason (True North Finacial, Troy (State Farm) and Kim (Fairway Mortgage Company)!!! You guys are the best!!!… https://www.instagram.com/p/Bvr7XaxnMy6UoF9npK4EpFILjnZoeIJGavsMbw0/?utm_source=ig_twitter_share&amp;igshid=sjw405pdh9ut",,,,1112453997036793856,https://twitter.com/silverblnglady/status/1112453997036793856
2019-03-31 20:34:49,statefarm_chapo,lcvelez,0,0,0,"Damn how many Mexico’s are there ?",,,,1112453216967393280,https://twitter.com/statefarm_chapo/status/1112453216967393280
2019-03-31 20:26:25,neeksGotCheeks_,,0,0,0,"No he on my side , like State Farm and that’s who they suppose to be mad w/",,,,1112451102077841409,https://twitter.com/neeksGotCheeks_/status/1112451102077841409
2019-03-31 20:23:33,NicKaryotakisMD,,0,0,0,"In a blatant example of #celebrityprivilege , @StateFarm continues to provide #insurance coverage for @CP3 despite a seemingly never ending series of peculiar and outlandish “mishaps”. Regular folks in his place would be deemed uninsurable long time ago #MarchMadness",,@StateFarm @CP3,#celebrityprivilege #insurance #MarchMadness,1112450378279186432,https://twitter.com/NicKaryotakisMD/status/1112450378279186432
2019-03-31 20:22:28,elementodysseys,,0,0,0,"We found Jake from @StateFarm! @PlanetComicon #authorlife #comiccon #PlanetCon #cosplay",,@StateFarm @PlanetComicon,#authorlife #comiccon #PlanetCon #cosplay,1112450108422004736,https://twitter.com/elementodysseys/status/1112450108422004736
2019-03-31 20:17:09,chuckdavisokc,,0,0,0,"Here's the first ever @StateFarm auto policy. It was issued to a local farmer in 1922! #Throwback #FromTheArchives",,@StateFarm,#Throwback #FromTheArchives,1112448767922335744,https://twitter.com/chuckdavisokc/status/1112448767922335744
2019-03-31 20:15:26,jacobtedadams,heath__darren,0,0,3,"""What's your name?"" ""Jake"" ""FROM STATE FARM? WHY AREN'T YOU WEARING KHAKIS? HAHAHAHA WHAT'S YOUR LAST NAME?"" ""...Adams"" ""LIKE THE ADDAMS FAMILY? *Snap Snap* HAHAHAHAHAHAHAHAHAHAHAHA"" ",,,,1112448335871463425,https://twitter.com/jacobtedadams/status/1112448335871463425
2019-03-31 20:15:01,jenniferSFagent,,0,0,0,"I'm excited to share this news with @StateFarm customers in Tennessee! Let me know if you have any questions. #HereToHelp",,@StateFarm,#HereToHelp,1112448232401956864,https://twitter.com/jenniferSFagent/status/1112448232401956864
2019-03-31 20:11:25,tmoney79924,jaketapper,0,0,0,"Jake, you just let the Russians divide the nation further by peddling that bullshit story. Go back to State Farm where you do better for the country.",,,,1112447328303104000,https://twitter.com/tmoney79924/status/1112447328303104000
2019-03-31 20:07:09,fergoe,,0,0,0,"This place is lit again. #ATLHawks #TraeTL @State Farm Arena https://www.instagram.com/fergoe88/p/Bvr32DGAqlH/?utm_source=ig_twitter_share&amp;igshid=1lq31ubxg74hx",,,#ATLHawks #TraeTL,1112446254317858816,https://twitter.com/fergoe/status/1112446254317858816
2019-03-31 20:05:02,capitaltix,,0,0,0,"Cheap #Kiss State Farm Arena - GA Tickets with Promo Code http://ow.ly/Rhvx30mq2kK",,,#Kiss,1112445721070977032,https://twitter.com/capitaltix/status/1112445721070977032
2019-03-31 20:01:27,RyneStateFarm,,0,0,0,"Ever wonder if your pets understand you? State Farm is working with Fear Free to teach pet owners how to communicate in ways pets understand, keeping them healthier and happier. #HereToHelp",,,#HereToHelp,1112444817978486784,https://twitter.com/RyneStateFarm/status/1112444817978486784
2019-03-31 19:51:44,DreganYouth,,0,0,0,"I wonder if @StateFarm offers nut shot insurance... Chris Paul has been doing this for years (to Chris Kaman, Rudy Gobert, Kevin Durant...) @CP3",,@StateFarm @CP3,,1112442374481801216,https://twitter.com/DreganYouth/status/1112442374481801216
2019-03-31 19:51:17,LangTheresa,,0,0,0,"Jump Around | State Farm® Commercial (featuring Chris Paul, James Harden... https://youtu.be/vVE1nAGY6ns via @YouTube",,@YouTube,,1112442258958311424,https://twitter.com/LangTheresa/status/1112442258958311424
2019-03-31 19:47:02,marielalove6,carofly23,0,0,1,"here at the State Farm Arena! ",,,,1112441188064337921,https://twitter.com/marielalove6/status/1112441188064337921
2019-03-31 19:45:30,VXayarath,,0,0,0,"If you want a better understanding of life insurance and what it can do for you, here's a great online resource from @StateFarm: http://st8.fm/1FJ9E4. You can call me anytime for help, too!",,@StateFarm,,1112440803215863808,https://twitter.com/VXayarath/status/1112440803215863808
2019-03-31 19:45:29,taj514,,0,0,2,"State Farm arena was 4 my lil brother Trae Trae is leaving s lasting impression on his rookie year. I love the fight in my team . Man it felt good to beat Bud at home.",,,,1112440799516639232,https://twitter.com/taj514/status/1112440799516639232
2019-03-31 19:45:10,BrianBoyerSFBBG,,0,0,0,"With Community Offers you could save at the places you shop most. Check it out today on the State Farm mobile app. #HereToHelp http://st8.fm/communityoffers",,,#HereToHelp,1112440720168620032,https://twitter.com/BrianBoyerSFBBG/status/1112440720168620032
